asset_id,submitter_id,nacc_id,index,asset_type_id,asset_type_other,asset_name,date_acquiring_type_id,acquiring_date,acquiring_month,acquiring_year,date_ending_type_id,ending_date,ending_month,ending_year,asset_acquisition_type_id,valuation,owner_by_submitter,owner_by_spouse,owner_by_child,latest_submitted_date
2838,42,663,14,31,,ต่างหูตุ้งติ้งเพชรเรือนทองคำขาว 1 คู่,1,,,2015,4,,,,6,100000,FALSE,TRUE,FALSE,2023-06-07
2839,42,663,15,31,,สร้อยสังวาลเพชร,1,,,2001,4,,,,6,370000,FALSE,TRUE,FALSE,2023-06-07
2840,42,663,16,31,,เข็มกลัดรูปหยดน้ำฝังเพชร,1,,,2015,4,,,,6,70000,FALSE,TRUE,FALSE,2023-06-07
2843,42,663,19,31,,เข็มกลัดมุก,1,,,2001,4,,,,6,72000,FALSE,TRUE,FALSE,2023-06-07
2844,42,663,20,31,,กำไลทองคำฝังเพชร,1,,,2001,4,,,,6,290000,FALSE,TRUE,FALSE,2023-06-07
2845,42,663,21,31,,เข็มกลัดดอกไม้โกลด์มาสเตอร์,1,,,2001,4,,,,6,6500,FALSE,TRUE,FALSE,2023-06-07
2846,42,663,22,33,,สร้อยคอทองคำ,1,,,2001,4,,,,6,144000,FALSE,TRUE,FALSE,2023-06-07
2847,42,663,23,31,,แหวนฝังเพชร 6 วง ต่างหู 1 คู่,1,,,2001,4,,,,6,840000,FALSE,TRUE,FALSE,2023-06-07
2848,42,663,24,33,,กำไลทองคำ,1,,,2001,4,,,,6,108000,FALSE,TRUE,FALSE,2023-06-07
2849,42,663,25,33,,สร้อยข้อมือทองคำ,1,,,2001,4,,,,6,180000,FALSE,TRUE,FALSE,2023-06-07
2850,43,688,1,1,,โฉนด,1,1,10,2014,4,,,,4,76000000,TRUE,FALSE,FALSE,2023-05-30
2851,43,688,2,1,,โฉนด,1,1,10,2014,4,,,,4,1977800,TRUE,FALSE,FALSE,2023-05-30
2852,43,688,3,1,,โฉนด,1,18,12,2014,4,,,,4,10103500,TRUE,FALSE,FALSE,2023-05-30
2853,43,688,4,1,,โฉนด,1,18,12,2014,4,,,,4,1406600,TRUE,FALSE,FALSE,2023-05-30
2854,43,688,5,1,,โฉนด,1,18,12,2014,4,,,,4,14158750,TRUE,FALSE,FALSE,2023-05-30
2855,43,688,6,1,,โฉนด,1,18,12,2014,4,,,,4,1396880,TRUE,FALSE,FALSE,2023-05-30
2856,43,688,7,1,,โฉนด,1,18,12,2014,4,,,,4,1255380,TRUE,FALSE,FALSE,2023-05-30
2857,43,688,8,1,,โฉนด,1,18,12,2014,4,,,,4,1341270,TRUE,FALSE,FALSE,2023-05-30
2858,43,688,9,1,,โฉนด,1,18,12,2014,4,,,,4,1522300,TRUE,FALSE,FALSE,2023-05-30
2859,43,688,10,1,,โฉนด,1,18,12,2014,4,,,,4,1412050,TRUE,FALSE,FALSE,2023-05-30
2860,43,688,11,1,,โฉนด,1,18,12,2014,4,,,,4,572000,TRUE,FALSE,FALSE,2023-05-30
2861,43,688,12,1,,โฉนด,1,18,12,2014,4,,,,4,2961400,TRUE,FALSE,FALSE,2023-05-30
2862,43,688,13,1,,โฉนด,1,18,12,2014,4,,,,4,570500,TRUE,FALSE,FALSE,2023-05-30
2863,43,688,14,1,,โฉนด,1,18,12,2014,4,,,,4,16279920,TRUE,FALSE,FALSE,2023-05-30
2864,43,688,15,1,,โฉนด,1,28,6,2017,4,,,,4,37350000,TRUE,FALSE,FALSE,2023-05-30
2865,43,688,16,1,,โฉนด,1,28,6,2017,4,,,,4,3140240,TRUE,FALSE,FALSE,2023-05-30
2866,43,688,17,1,,โฉนด,1,28,6,2017,4,,,,4,1977440,TRUE,FALSE,FALSE,2023-05-30
2867,43,688,18,1,,โฉนด,1,28,6,2017,4,,,,4,1775280,TRUE,FALSE,FALSE,2023-05-30
2868,43,688,19,1,,โฉนด,1,28,6,2017,4,,,,4,333200,TRUE,FALSE,FALSE,2023-05-30
2869,43,688,20,1,,โฉนด,1,28,6,2017,4,,,,4,2079000,TRUE,FALSE,FALSE,2023-05-30
2870,43,688,21,1,,โฉนด,1,28,6,2017,4,,,,4,1216050,TRUE,FALSE,FALSE,2023-05-30
2871,43,688,22,1,,โฉนด,1,28,6,2017,4,,,,4,157000,TRUE,FALSE,FALSE,2023-05-30
2872,43,688,23,1,,โฉนด,1,28,6,2017,4,,,,4,100000,TRUE,FALSE,FALSE,2023-05-30
2873,43,688,24,1,,โฉนด,1,28,6,2017,4,,,,4,3897750,TRUE,FALSE,FALSE,2023-05-30
2874,43,688,25,1,,โฉนด,1,28,6,2017,4,,,,4,705000,TRUE,FALSE,FALSE,2023-05-30
2875,43,688,26,1,,โฉนด,1,28,6,2017,4,,,,4,12946600,TRUE,FALSE,FALSE,2023-05-30
2876,43,688,27,1,,โฉนด,1,28,6,2017,4,,,,4,3247600,TRUE,FALSE,FALSE,2023-05-30
2877,43,688,28,1,,โฉนด,1,13,7,2017,4,,,,4,1368400,TRUE,FALSE,FALSE,2023-05-30
2878,43,688,29,1,,โฉนด,1,24,7,2017,4,,,,1,18450000,FALSE,TRUE,FALSE,2023-05-30
2879,43,688,30,1,,โฉนด,1,24,8,2020,4,,,,1,18900000,FALSE,TRUE,FALSE,2023-05-30
2880,43,688,1,10,,บ้านพักอาศัย 2 ชั้น,1,1,10,2014,4,,,,5,15000000,TRUE,FALSE,FALSE,2023-05-30
2881,43,688,2,10,,บ้านพักอาศัย 2 ชั้น,1,28,6,2017,4,,,,5,50000000,TRUE,FALSE,FALSE,2023-05-30
2882,43,688,1,18,,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,1,11,11,2015,4,,,,6,2000000,TRUE,FALSE,FALSE,2023-05-30
2883,43,688,2,18,,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,1,10,10,2016,4,,,,6,2500000,TRUE,FALSE,FALSE,2023-05-30
2884,43,688,3,18,,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,1,19,7,2017,4,,,,6,1000000,TRUE,FALSE,FALSE,2023-05-30
2885,43,688,4,18,,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,1,25,1,2018,4,,,,6,1200000,TRUE,FALSE,FALSE,2023-05-30
2886,43,688,5,19,,รถจักรยานยนต์,1,31,10,2016,4,,,,6,500000,FALSE,TRUE,FALSE,2023-05-30
2887,43,688,6,18,,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,1,26,4,2017,4,,,,6,10000000,FALSE,TRUE,FALSE,2023-05-30
2888,43,688,7,18,,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,1,18,10,2019,4,,,,6,8129900,FALSE,TRUE,FALSE,2023-05-30
2889,43,688,8,18,,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน,1,4,2,2021,4,,,,6,2459000,FALSE,TRUE,FALSE,2023-05-30
2890,43,688,1,39,สิทธิการเช่าอาคารเช่าทรัพย์สินพระมหากษัตริย์,สิทธิการเช่าอาคารเช่าทรัพย์สินพระมหากษัตริย์ เลขที่ 1 ถ.พิชัย แขวงดุสิต เขตดุสิต กรุงเทพฯ,1,1,11,2022,1,31,10,2025,6,0,TRUE,FALSE,FALSE,2023-05-30
2891,43,688,2,22,,FWD ประกันชีวิต เลขที่ 41463739,1,24,3,2022,1,24,3,2038,6,3948027.92,TRUE,FALSE,FALSE,2023-05-30
2892,43,688,3,22,,FWD ประกันชีวิต เลขที่ 41463760,1,24,3,2022,1,24,3,2038,6,3948027.92,TRUE,FALSE,FALSE,2023-05-30
2893,43,688,4,22,,เมืองไทยประกันชีวิต เลขที่ 5052124492,1,25,8,2009,1,25,8,2023,6,1969605.48,FALSE,TRUE,FALSE,2023-05-30
2894,43,688,5,22,,เมืองไทยประกันชีวิต เลขที่ 5089123889,1,2,2,2017,1,2,2,2027,6,10006438.36,FALSE,TRUE,FALSE,2023-05-30
2895,43,688,6,22,,FWD ประกันชีวิต เลขที่ 40767877,1,16,3,2020,1,16,3,2034,6,2903707.44,FALSE,TRUE,FALSE,2023-05-30
2896,43,688,7,22,,FWD ประกันชีวิต เลขที่ 40767879,1,16,3,2020,1,16,3,2034,6,2903707.44,FALSE,TRUE,FALSE,2023-05-30
2897,43,688,8,22,,FWD ประกันชีวิต เลขที่ 40777475,1,24,3,2020,1,16,3,2034,6,8567664.92,FALSE,TRUE,FALSE,2023-05-30
2898,43,688,9,22,,FWD ประกันชีวิต เลขที่ 41433282,1,10,2,2022,1,10,2,2037,6,1372313.6,FALSE,TRUE,FALSE,2023-05-30
2899,43,688,10,22,,FWD ประกันชีวิต เลขที่ 41433285,1,10,2,2022,1,10,2,2037,6,1372313.6,FALSE,TRUE,FALSE,2023-05-30
2900,43,688,11,22,,เมืองไทยประกันชีวิต เลขที่ 5057987539,1,19,1,2011,1,19,1,2036,6,1531231.51,FALSE,FALSE,TRUE,2023-05-30
2901,43,688,12,22,,FWD ประกันชีวิต เลขที่ 100000719297,1,25,7,2012,1,25,7,2027,6,1974843.84,FALSE,FALSE,TRUE,2023-05-30
2902,43,688,13,22,,เมืองไทยประกันชีวิต เลขที่ 5057987752,1,19,1,2011,1,19,1,2036,6,1531126.03,FALSE,FALSE,TRUE,2023-05-30
2903,43,688,14,22,,FWD ประกันชีวิต เลขที่ 100000719328,1,25,7,2012,1,25,7,2027,6,1974843.84,FALSE,FALSE,TRUE,2023-05-30
2904,43,688,1,30,,นาฬิกาข้อมือ อูโบลท์,2,,,,4,,,,6,600000,TRUE,FALSE,FALSE,2023-05-30
2905,43,688,2,30,,นาฬิกาข้อมือ อูโบลท์,2,,,,4,,,,6,400000,TRUE,FALSE,FALSE,2023-05-30
2906,43,688,3,30,,นาฬิกาข้อมือ อูโบลท์,2,,,,4,,,,6,200000,TRUE,FALSE,FALSE,2023-05-30
2907,43,688,4,30,,นาฬิกาข้อมือ อูโบลท์,2,,,,4,,,,6,400000,TRUE,FALSE,FALSE,2023-05-30
2908,43,688,5,30,,นาฬิกาข้อมือ อูโบลท์,2,,,,4,,,,6,250000,TRUE,FALSE,FALSE,2023-05-30
2909,43,688,6,30,,นาฬิกาข้อมือ อูโบลท์,2,,,,4,,,,6,500000,TRUE,FALSE,FALSE,2023-05-30
2910,43,688,7,30,,นาฬิกาข้อมือ อูโบลท์,2,,,,4,,,,6,350000,TRUE,FALSE,FALSE,2023-05-30
2911,43,688,8,30,,นาฬิกาข้อมือ ปาเต๊ะ,2,,,,4,,,,6,400000,TRUE,FALSE,FALSE,2023-05-30
2912,43,688,9,30,,นาฬิกาข้อมือ ปาเต๊ะ,2,,,,4,,,,6,1800000,TRUE,FALSE,FALSE,2023-05-30
2913,43,688,10,30,,นาฬิกาข้อมือ ปาเต๊ะ,2,,,,4,,,,6,900000,TRUE,FALSE,FALSE,2023-05-30
2914,43,688,11,30,,นาฬิกาข้อมือ ปาเต๊ะ,2,,,,4,,,,6,1300000,TRUE,FALSE,FALSE,2023-05-30
2915,43,688,12,30,,นาฬิกาข้อมือ ปาเต๊ะ,2,,,,4,,,,6,800000,TRUE,FALSE,FALSE,2023-05-30
2916,43,688,13,30,,นาฬิกาข้อมือ ปาเต๊ะ,2,,,,4,,,,6,800000,TRUE,FALSE,FALSE,2023-05-30
2917,43,688,14,30,,นาฬิกาข้อมือ ปาเต๊ะ,2,,,,4,,,,6,1000000,TRUE,FALSE,FALSE,2023-05-30
2918,43,688,15,30,,นาฬิกาข้อมือ จิราดด์,2,,,,4,,,,6,200000,TRUE,FALSE,FALSE,2023-05-30
2919,43,688,16,30,,นาฬิกาข้อมือ พรรนาราย,2,,,,4,,,,6,300000,TRUE,FALSE,FALSE,2023-05-30
2920,43,688,17,30,,นาฬิกาข้อมือ พรรนาราย,2,,,,4,,,,6,350000,TRUE,FALSE,FALSE,2023-05-30
2921,43,688,18,30,,นาฬิกาข้อมือ พรรนาราย,2,,,,4,,,,6,200000,TRUE,FALSE,FALSE,2023-05-30
2922,43,688,19,30,,นาฬิกาข้อมือ พรรนาราย,2,,,,4,,,,6,170000,TRUE,FALSE,FALSE,2023-05-30
2923,43,688,20,30,,นาฬิกาข้อมือ บุลการี,2,,,,4,,,,6,180000,TRUE,FALSE,FALSE,2023-05-30
2924,43,688,21,30,,นาฬิกาข้อมือ บุลการี,2,,,,4,,,,6,250000,TRUE,FALSE,FALSE,2023-05-30
2925,43,688,22,30,,นาฬิกาข้อมือ บุลการี,2,,,,4,,,,6,200000,TRUE,FALSE,FALSE,2023-05-30
2926,43,688,23,30,,นาฬิกาข้อมือ แฟรงค์ มูลเลอร์,2,,,,4,,,,6,350000,TRUE,FALSE,FALSE,2023-05-30
2927,43,688,24,30,,นาฬิกาข้อมือ แฟรงค์ มูลเลอร์,2,,,,4,,,,6,300000,TRUE,FALSE,FALSE,2023-05-30
2928,43,688,25,30,,นาฬิกาข้อมือ แฟรงค์ มูลเลอร์,2,,,,4,,,,6,180000,TRUE,FALSE,FALSE,2023-05-30
2929,43,688,26,30,,นาฬิกาข้อมือ ลูอิส นาแดง,2,,,,4,,,,6,800000,TRUE,FALSE,FALSE,2023-05-30
2930,43,688,27,30,,นาฬิกาข้อมือ ลูอิส นาแดง,2,,,,4,,,,6,950000,TRUE,FALSE,FALSE,2023-05-30
2931,43,688,28,30,,นาฬิกาข้อมือ โรเล็กซ์,2,,,,4,,,,6,900000,TRUE,FALSE,FALSE,2023-05-30
2932,43,688,29,30,,นาฬิกาข้อมือ โรเล็กซ์,2,,,,4,,,,6,250000,TRUE,FALSE,FALSE,2023-05-30
2933,43,688,30,30,,นาฬิกาข้อมือ บริเกต์,2,,,,4,,,,6,200000,TRUE,FALSE,FALSE,2023-05-30
2934,43,688,31,30,,นาฬิกาข้อมือ บริเกต์,2,,,,4,,,,6,350000,TRUE,FALSE,FALSE,2023-05-30
2935,43,688,32,30,,นาฬิกาข้อมือ ริชาร์ด มิลล์,2,,,,4,,,,6,1900000,TRUE,FALSE,FALSE,2023-05-30
2936,43,688,33,30,,นาฬิกาข้อมือ โจเดอมา ปีเก้,2,,,,4,,,,6,800000,TRUE,FALSE,FALSE,2023-05-30
2937,43,688,34,30,,นาฬิกาข้อมือ หลุยส์ วิตตอง,2,,,,4,,,,6,180000,TRUE,FALSE,FALSE,2023-05-30
2938,43,688,35,30,,นาฬิกาข้อมือ ไอ ดับบลิว ซี,2,,,,4,,,,6,500000,TRUE,FALSE,FALSE,2023-05-30
2939,43,688,36,30,,นาฬิกาข้อมือ บุคเคอร์เรอร์,2,,,,4,,,,6,30000,TRUE,FALSE,FALSE,2023-05-30
2940,43,688,37,30,,นาฬิกาข้อมือ มองต์ บลังค์,2,,,,4,,,,6,18000,TRUE,FALSE,FALSE,2023-05-30
2941,43,688,38,30,,นาฬิกาข้อมือ โอเมก้า,2,,,,4,,,,6,50000,TRUE,FALSE,FALSE,2023-05-30
2942,43,688,39,28,,กระเป๋าถือ แอร์เมส,2,,,,4,,,,6,150000,TRUE,FALSE,FALSE,2023-05-30
2943,43,688,40,33,,ทองคำแท่ง,2,,,,4,,,,6,2000000,TRUE,FALSE,FALSE,2023-05-30
2944,43,688,41,33,,"ทองคำ, เหรียญทองคำ",2,,,,4,,,,6,400000,TRUE,FALSE,FALSE,2023-05-30
2945,43,688,42,32,,"ทองคำ, สร้อยทองคำ, พระ",2,,,,4,,,,6,1000000,TRUE,FALSE,FALSE,2023-05-30
2946,43,688,43,32,,"สร้อยทองคำขาว, พระ",2,,,,4,,,,6,1000000,TRUE,FALSE,FALSE,2023-05-30
2947,43,688,44,32,,พระ,2,,,,4,,,,6,50000,TRUE,FALSE,FALSE,2023-05-30
2948,43,688,45,32,,"สร้อยทองคำ, พระ",2,,,,4,,,,6,300000,TRUE,FALSE,FALSE,2023-05-30
2949,43,688,46,32,,"สร้อยทองคำ, พระ",2,,,,4,,,,6,100000,TRUE,FALSE,FALSE,2023-05-30
2950,43,688,47,32,,"สร้อยทองคำ, พระ, ช้อนเงิน, ช้อนทอง",2,,,,4,,,,6,600000,TRUE,FALSE,FALSE,2023-05-30
2951,43,688,48,33,,"สร้อยทอง, สร้อยข้อมือเลสทองคำ, กำไลข้อเท้าทองคำ, จี้ทองคำ",2,,,,4,,,,6,400000,TRUE,FALSE,FALSE,2023-05-30
2952,43,688,49,31,,แหวนมุก ทองคำ,2,,,,4,,,,6,100000,TRUE,FALSE,FALSE,2023-05-30
2953,43,688,50,31,,แหวนทองคำขาว,2,,,,4,,,,6,40000,TRUE,FALSE,FALSE,2023-05-30
2954,43,688,51,31,,แหวนทองคำขาวฝังเพชร,2,,,,4,,,,6,200000,TRUE,FALSE,FALSE,2023-05-30
2955,43,688,52,31,,แหวนทองคำขาวฝังเพชร,2,,,,4,,,,6,9000000,TRUE,FALSE,FALSE,2023-05-30
2956,43,688,53,29,,ปืนกล็อก,2,,,,4,,,,6,70000,TRUE,FALSE,FALSE,2023-05-30
2957,43,688,54,31,,สร้อยข้อมือมุกธรรมชาติ,2,,,,4,,,,6,20000,FALSE,TRUE,FALSE,2023-05-30
2958,43,688,55,31,,"สร้อยข้อมือทองคำขาวเพชรเล็ก, สร้อยข้อมือเพชรและพลอยสีอ่อน",2,,,,4,,,,6,48000,FALSE,TRUE,FALSE,2023-05-30
2959,43,688,56,31,,สร้อยข้อมือทองฝังเพชรชุบเงิน,2,,,,4,,,,6,65000,FALSE,TRUE,FALSE,2023-05-30
2960,43,688,57,31,,"สร้อยคอมุก, สร้อยข้อมือมุก, ต่างหูมุก (มุกสามสี)",2,,,,4,,,,6,55000,FALSE,TRUE,FALSE,2023-05-30
2961,43,688,58,31,,สร้อยคอมุก(ยาว) (มุกธรรมชาติ),2,,,,4,,,,6,44000,FALSE,TRUE,FALSE,2023-05-30
2962,43,688,59,31,,"สร้อยคอมุก, แหวนมุก, ต่างหูมุก (มุกขาวอมชมพู)",2,,,,4,,,,6,80000,FALSE,TRUE,FALSE,2023-05-30
2963,43,688,60,31,,แหวน HERMES ทองคำขาวฝังเพชร,2,,,,4,,,,6,45000,FALSE,TRUE,FALSE,2023-05-30
2964,43,688,61,31,,สร้อยคอเงินฝังเพชรประดับด้วยไพลินล้อมเพชร,2,,,,4,,,,6,40000,FALSE,TRUE,FALSE,2023-05-30
2965,43,688,62,31,,ต่างหูเพชรเล็ก 3 เม็ด,2,,,,4,,,,6,65000,FALSE,TRUE,FALSE,2023-05-30
2966,43,688,63,31,,ต่างหูเพชรประกอบ,2,,,,4,,,,6,35000,FALSE,TRUE,FALSE,2023-05-30
2967,43,688,64,31,,ต่างหูเพชรเม็ดเดี่ยว,2,,,,4,,,,6,105000,FALSE,TRUE,FALSE,2023-05-30
2968,43,688,65,31,,ต่างหูเสือฝังเพชร,2,,,,4,,,,6,40000,FALSE,TRUE,FALSE,2023-05-30
2969,43,688,66,31,,แหวนเพชรรูปหัวใจ,2,,,,4,,,,6,500000,FALSE,TRUE,FALSE,2023-05-30
2970,43,688,67,31,,ต่างหูเพชรรูปหัวใจ,2,,,,4,,,,6,800000,FALSE,TRUE,FALSE,2023-05-30
2971,43,688,68,31,,แหวนไพลินล้อมเพชร,2,,,,4,,,,6,850000,FALSE,TRUE,FALSE,2023-05-30
2972,43,688,69,31,,แหวนเสือฝังเพชร,2,,,,4,,,,6,30000,FALSE,TRUE,FALSE,2023-05-30
2973,43,688,70,31,,ต่างหูดอกไม้ฝังเพชร,2,,,,4,,,,6,100000,FALSE,TRUE,FALSE,2023-05-30
2974,43,688,71,31,,แหวนมังกรมรกตและเพชร,2,,,,4,,,,6,55000,FALSE,TRUE,FALSE,2023-05-30
2975,43,688,72,31,,ต่างหูเพชร (ปีนหู),2,,,,4,,,,6,35000,FALSE,TRUE,FALSE,2023-05-30
2976,43,688,73,31,,แหวนเพชร สี่เหลี่ยมเรียง,2,,,,4,,,,6,300000,FALSE,TRUE,FALSE,2023-05-30
2977,43,688,74,31,,แหวนเพชร (หมุนได้),2,,,,4,,,,6,15000,FALSE,TRUE,FALSE,2023-05-30
2978,43,688,75,31,,แหวนมรกต,2,,,,4,,,,6,800000,FALSE,TRUE,FALSE,2023-05-30
2979,43,688,76,31,,ต่างหูเพชรดอกไม้ (ประกอบ),2,,,,4,,,,6,40000,FALSE,TRUE,FALSE,2023-05-30
2980,43,688,77,31,,แหวนเพชรหยดน้ำ,2,,,,4,,,,6,800000,FALSE,TRUE,FALSE,2023-05-30
2981,43,688,78,31,,แหวนเพชรเม็ดเดี่ยว,2,,,,4,,,,6,2000000,FALSE,TRUE,FALSE,2023-05-30
2982,43,688,79,31,,ต่างหูเพชรหยดน้ำ,2,,,,4,,,,6,500000,FALSE,TRUE,FALSE,2023-05-30
2983,43,688,80,31,,จี้ทับทิมล้อมเพชร,2,,,,4,,,,6,150000,FALSE,TRUE,FALSE,2023-05-30
2984,43,688,81,31,,จี้ไพลินล้อมเพชร ต่างหูไพลินล้อมเพชร,2,,,,4,,,,6,100000,FALSE,TRUE,FALSE,2023-05-30
2985,43,688,82,31,,ต่างหูเพชรแถว,2,,,,4,,,,6,300000,FALSE,TRUE,FALSE,2023-05-30
2986,43,688,83,31,,ต่างหูมรกตหยดน้ำล้อมเพชร,2,,,,4,,,,6,800000,FALSE,TRUE,FALSE,2023-05-30
2987,43,688,84,31,,ต่างหูเพชรเม็ดเดี่ยว,2,,,,4,,,,6,900000,FALSE,TRUE,FALSE,2023-05-30
2988,43,688,85,31,,กำไลหยก,2,,,,4,,,,6,10000,FALSE,TRUE,FALSE,2023-05-30
2989,43,688,86,31,,ต่างหูทับทิมล้อมเพชร,2,,,,4,,,,6,250000,FALSE,TRUE,FALSE,2023-05-30
2990,43,688,87,31,,เข็มกลัดหยกล้อมเพชร,2,,,,4,,,,6,120000,FALSE,TRUE,FALSE,2023-05-30
2991,43,688,88,31,,จี้ไพลินล้อมเพชร,2,,,,4,,,,6,150000,FALSE,TRUE,FALSE,2023-05-30
2992,43,688,89,31,,สร้อยคอเพชรเล็ก,2,,,,4,,,,6,500000,FALSE,TRUE,FALSE,2023-05-30
2993,43,688,90,31,,"สร้อยคอไพลินล้อมเพชร, สร้อยข้อมือไพลินล้อมเพชร",2,,,,4,,,,6,300000,FALSE,TRUE,FALSE,2023-05-30
2994,43,688,91,31,,"กำไลข้อมูลโบราณ (นิล, เพชร, มรกต, ทับทิม)",2,,,,4,,,,6,500000,FALSE,TRUE,FALSE,2023-05-30
2995,43,688,92,31,,"สร้อยคอหยกล้อมเพชร, ต่างหูหยกล้อมเพชร",2,,,,4,,,,6,200000,FALSE,TRUE,FALSE,2023-05-30
2996,43,688,93,31,,สร้อยข้อมือทับทิมล้อมเพชร,2,,,,4,,,,6,200000,FALSE,TRUE,FALSE,2023-05-30
2997,43,688,94,31,,สร้อยคอทองคำพร้อมจี้ทองคำฝังเพชรโบราณ,2,,,,4,,,,6,200000,FALSE,TRUE,FALSE,2023-05-30
2998,43,688,95,31,,หัวเข็มขัดทับทิมฝังเพชรโบราณ,2,,,,4,,,,6,200000,FALSE,TRUE,FALSE,2023-05-30
2999,43,688,96,31,,สร้อยคอทองคำโบราณ,2,,,,4,,,,6,80000,FALSE,TRUE,FALSE,2023-05-30
3000,43,688,97,31,,สร้อยคอทองคำโบราณ (สั้น),2,,,,4,,,,6,60000,FALSE,TRUE,FALSE,2023-05-30
3744,53,907,1,1,,โฉนด,1,17,4,2015,4,,,,4,1600000,FALSE,TRUE,FALSE,2023-06-27
3745,53,907,1,13,,ห้องชุด,1,8,11,2021,4,,,,4,3500000,TRUE,FALSE,FALSE,2023-06-27
3746,53,907,2,13,,ห้องชุด,1,13,1,2021,4,,,,6,1065000,FALSE,TRUE,FALSE,2023-06-27
3747,53,907,1,19,,รถจักรยานยนต์,1,14,9,2016,4,,,,6,23000,TRUE,FALSE,FALSE,2023-06-27
3748,53,907,1,22,,สัญญาประกันภัย มูลค่าเวนคืนตามกรมธรรม์ บริษัท ไทยประกันชีวิต จำกัด (มหาชน),1,10,3,2015,1,10,3,2035,6,70344.89,TRUE,FALSE,FALSE,2023-06-27
3749,53,907,1,29,,อาวุธปืน,2,,,,4,,,,6,150000,TRUE,FALSE,FALSE,2023-06-27
4532,80,63,1,1,,โฉนด,1,9,7,2014,4,,,,6,306000,TRUE,FALSE,FALSE,2022-12-13
4533,80,63,2,1,,โฉนด,1,21,6,2019,4,,,,6,200000,TRUE,FALSE,FALSE,2022-12-13
4534,80,63,3,1,,โฉนด,1,17,2,1994,4,,,,6,2000000,FALSE,TRUE,FALSE,2022-12-13
4535,80,63,4,1,,โฉนด,1,22,6,2009,4,,,,6,4000000,FALSE,TRUE,FALSE,2022-12-13
4536,80,63,5,1,,โฉนด,1,15,9,2015,4,,,,6,3300000,FALSE,TRUE,FALSE,2022-12-13
4537,80,63,6,1,,โฉนด,1,15,9,2015,4,,,,6,3300000,FALSE,TRUE,FALSE,2022-12-13
4538,80,63,7,1,,โฉนด,1,14,11,2018,4,,,,6,4980000,FALSE,TRUE,FALSE,2022-12-13
4539,80,63,8,1,,โฉนด,1,14,11,2018,4,,,,6,5040000,FALSE,TRUE,FALSE,2022-12-13
4540,80,63,1,10,,บ้านพัก 2 ชั้น,1,14,11,2018,4,,,,4,2000000,FALSE,TRUE,FALSE,2022-12-13
4541,80,63,1,18,,รถยนต์,1,20,5,2015,4,,,,6,300000,TRUE,FALSE,FALSE,2022-12-13
4542,80,63,2,18,,รถยนต์,1,20,12,2017,4,,,,6,200000,FALSE,TRUE,FALSE,2022-12-13
4543,80,63,3,18,,รถยนต์,1,18,1,2021,4,,,,6,1119660,TRUE,FALSE,FALSE,2022-12-13
4544,80,63,1,22,,กรมธรรม์ประกันภัยเลขที่ T119724510,1,14,11,2005,1,14,11,2025,6,508690,TRUE,FALSE,FALSE,2022-12-13
4545,80,63,2,22,,กรมธรรม์ประกันภัยเลขที่ T00359831,1,21,8,2009,1,21,8,2024,6,415235.94,TRUE,FALSE,FALSE,2022-12-13
4546,80,63,3,22,,กรมธรรม์ประกันภัยเลขที่ T01816006,1,17,4,2014,1,17,4,2048,6,252498.38,TRUE,FALSE,FALSE,2022-12-13
4547,80,63,4,22,,กรมธรรม์ประกันภัยเลขที่ T04692496,1,11,11,2016,1,11,11,2047,6,371359.51,TRUE,FALSE,FALSE,2022-12-13
4548,80,63,5,22,,กรมธรรม์ประกันภัยเลขที่ T05339808,1,7,6,2017,1,7,6,2032,6,517200,TRUE,FALSE,FALSE,2022-12-13
4549,80,63,6,22,,กรมธรรม์ประกันภัยเลขที่ T123790802,1,26,6,2006,1,26,6,2026,6,274800,FALSE,TRUE,FALSE,2022-12-13
4550,80,63,7,22,,กรมธรรม์ประกันภัยเลขที่ T03818477,1,27,2,2016,1,27,2,2031,6,292150,FALSE,TRUE,FALSE,2022-12-13
4551,80,63,1,32,,สร้อยคอทองคำ 2 เส้น (7 บาท) พร้อมพระเลี่ยมทอง 9 องค์,2,,,,4,,,,6,170000,TRUE,FALSE,FALSE,2022-12-13
4552,80,63,2,32,,พระเครื่องและเหรียญเลี่ยมทองคำ,2,,,,4,,,,6,50000,TRUE,FALSE,FALSE,2022-12-13
4553,80,63,3,31,,แหวนเพชร,2,,,,4,,,,6,90000,TRUE,FALSE,FALSE,2022-12-13
4554,80,63,4,30,,นาฬิกา Rolex,2,,,,4,,,,6,80000,TRUE,FALSE,FALSE,2022-12-13
4555,80,63,5,30,,นาฬิกา CITIZEN,2,,,,4,,,,6,8000,TRUE,FALSE,FALSE,2022-12-13
4556,80,63,6,31,,สร้อยคอพร้อมต่างหูมุก,2,,,,4,,,,6,50000,FALSE,TRUE,FALSE,2022-12-13
