asset_id,submitter_id,nacc_id,building_doc_number,sub_district,district,province,latest_submitted_date
7381,156,2291,121474,คลองเจ้าคุณสิงห์,วังทองหลาง,กรุงเทพมหานคร,2019-10-15
7382,156,2291,116884,คลองเจ้าคุณสิงห์,วังทองหลาง,กรุงเทพมหานคร,2019-10-15
7383,156,2291,116885,คลองเจ้าคุณสิงห์,วังทองหลาง,กรุงเทพมหานคร,2019-10-15
7398,157,2328,1170,สวนหลวง,ประเวศ,กรุงเทพมหานคร,2022-04-10
7399,157,2328,32410(335),,,,2022-04-10
7411,158,2335,19959,บางพลัด,บางพลัด,กรุงเทพมหานคร,2019-10-15
7420,159,2340,75718,ดอนแร่,เมืองราชบุรี,ราชบุรี,2019-10-15
7421,159,2340,7698,,,นนทบุรี,2019-10-15
7422,159,2340,105096,,,สมุทรปราการ,2019-10-15
7423,159,2340,138555,,,กรุงเทพมหานคร,2019-10-15
7424,159,2340,96415,หน้าเมือง,เมืองราชบุรี,ราชบุรี,2019-10-15
7441,160,2342,56303,คูคต,ลำลูกกา,ปทุมธานี,2019-10-15
7442,160,2342,9122,เนินขาม,เนินขาม,ชัยนาท,2019-10-15
7491,161,508,27913,ตาลเดี่ยว,แก่งคอย,สระบุรี,2023-05-02
7492,161,508,27913,ตาลเดี่ยว,แก่งคอย,สระบุรี,2023-05-02
7493,161,508,27913,ตาลเดี่ยว,แก่งคอย,สระบุรี,2023-05-02
7522,164,774,6890/2551,,ดุสิต,กรุงเทพมหานคร,2023-06-12
7523,164,774,"20,342,195",,พญาไท,กรุงเทพมหานคร,2023-06-12
7524,164,774,199946,,บึงกุ่ม,กรุงเทพมหานคร,2023-06-12
7552,165,776,70453,หมูม่น,เมืองอุดรธานี,อุดรธานี,2023-06-12
7553,165,776,151876,บางซื่อ,บางซื่อ,กรุงเทพมหานคร,2023-06-12
7554,165,776,"15130,15131,15132,15133",บางพูน,เมืองปทุมธานี,ปทุมธานี,2023-06-12
7555,165,776,"15130,15131,15132,15133",บางพูน,เมืองปทุมธานี,ปทุมธานี,2023-06-12
7556,165,776,"15130,15131,15132,15133",บางพูน,เมืองปทุมธานี,ปทุมธานี,2023-06-12
7557,165,776,1972,หมากแข้ง,เมืองอุดรธานี,อุดรธานี,2023-06-12
7610,166,890,58427,หัวหวาย,ตาคลี,นครสวรรค์,2023-06-13
7611,166,890,22897,ตาขีด,,นครสวรรค์,2023-06-13
7717,149,2074,917007,,บางซื่อ,กรุงเทพมหานคร,2022-08-15
